Group,CURL
Group 1,00.312
Group 1,00.324
Group 1,00.326
Group 1,00.273
Group 1,00.302
Group 1,00.305
Group 1,00.298
Group 1,00.285
Group 1,00.300
Group 1,00.318
Group 1,00.292
Group 1,00.291
Group 1,00.328
Group 1,00.316
Group 1,00.312
Group 1,00.339
Group 1,00.266
Group 1,00.321
Group 1,00.307
Group 1,00.318
Group 1,00.299
Group 1,00.303
Group 1,00.298
Group 1,00.316
Group 1,00.299
Group 1,00.338
Group 1,00.311
Group 1,00.344
Group 1,00.282
Group 1,00.305
Group 2,020.672
Group 2,020.640
Group 2,020.611
Group 2,020.615
Group 2,020.647
Group 2,020.621
Group 2,020.622
Group 2,020.659
Group 2,020.610
Group 2,020.638
Group 2,020.590
Group 2,020.633
Group 2,020.598
Group 2,020.596
Group 2,020.620
Group 2,020.604
Group 2,020.580
Group 2,020.622
Group 2,020.583
Group 2,020.664
Group 2,020.630
Group 2,020.639
Group 2,020.584
Group 2,020.584
Group 2,020.583
Group 2,020.634
Group 2,020.581
Group 2,020.630
Group 2,020.648
Group 2,020.593
