Group,CURL
Group 1,00.338
Group 1,00.321
Group 1,00.283
Group 1,00.317
Group 1,00.334
Group 1,00.309
Group 1,00.315
Group 1,00.271
Group 1,00.326
Group 1,00.281
Group 1,00.322
Group 1,00.325
Group 1,00.311
Group 1,00.298
Group 1,00.317
Group 1,00.288
Group 1,00.287
Group 1,00.303
Group 1,00.320
Group 1,00.312
Group 1,00.306
Group 1,00.347
Group 1,00.313
Group 1,00.290
Group 1,00.310
Group 1,00.337
Group 1,00.297
Group 1,00.288
Group 1,00.303
Group 1,00.338
Group 2,00.330
Group 2,00.299
Group 2,00.331
Group 2,00.321
Group 2,00.336
Group 2,00.291
Group 2,00.311
Group 2,00.310
Group 2,00.322
Group 2,00.317
Group 2,00.313
Group 2,00.311
Group 2,00.306
Group 2,00.301
Group 2,00.297
Group 2,00.281
Group 2,00.303
Group 2,00.298
Group 2,00.284
Group 2,00.327
Group 2,00.303
Group 2,00.319
Group 2,00.345
Group 2,00.298
Group 2,00.332
Group 2,00.294
Group 2,00.291
Group 2,00.333
Group 2,00.321
Group 2,00.619
