Group,PING
Group 2,59.01677527405
Group 2,18.01677527423
Group 2,18.01677527441
Group 2,18.01677527459
Group 2,59.01677527478
Group 2,18.01677527496
Group 2,18.01677527514
Group 2,58.01677527532
Group 2,19.01677527551
Group 2,18.01677527569
Group 2,58.01677527587
Group 2,18.01677527605
Group 2,18.01677527624
Group 2,58.01677527642
Group 2,18.01677527660
Group 2,18.01677527678
Group 2,19.01677527697
Group 2,58.01677527715
Group 2,18.01677527733
Group 2,18.01677527751
Group 2,59.01677527770
Group 2,18.01677527788
Group 2,18.01677527806
Group 2,58.01677527824
Group 2,18.01677527843
Group 2,18.01677527861
Group 2,18.01677527879
Group 2,58.01677527897
Group 2,19.01677527916
Group 2,18.01677527934
