Group,PING
Group 2,58.01677526335
Group 2,18.01677526354
Group 2,18.01677526372
Group 2,58.01677526390
Group 2,18.01677526408
Group 2,19.01677526427
Group 2,58.01677526445
Group 2,18.01677526463
Group 2,18.01677526481
Group 2,59.01677526500
Group 2,18.01677526518
Group 2,18.01677526536
Group 2,18.01677526554
Group 2,59.01677526573
Group 2,18.01677526591
Group 2,18.01677526609
Group 2,58.01677526627
Group 2,19.01677526646
Group 2,18.01677526664
Group 2,58.01677526682
Group 2,18.01677526700
Group 2,19.01677526719
Group 2,18.01677526737
Group 2,58.01677526755
Group 2,18.01677526773
Group 2,18.01677526791
Group 2,59.01677526810
Group 2,18.01677526828
Group 2,18.01677526846
Group 2,58.01677526864
