Group,PING
Group 2,7.01677437874
Group 2,47.01677437881
Group 2,7.01677437888
Group 2,8.01677437896
Group 2,7.01677437903
Group 2,7.01677437910
Group 2,7.01677437917
Group 2,7.01677437924
Group 2,8.01677437932
Group 2,7.01677437939
Group 2,47.01677437946
Group 2,8.01677437954
Group 2,7.01677437961
Group 2,7.01677437968
Group 2,7.01677437975
Group 2,7.01677437982
Group 2,8.01677437990
Group 2,7.01677437997
Group 2,4047.01677438004
Group 2,7.01677438011
Group 2,8.01677438019
Group 2,7.01677438026
Group 2,7.01677438033
Group 2,7.01677438040
Group 2,8.01677438048
Group 2,7.01677438055
Group 2,47.01677438062
Group 2,7.01677438069
Group 2,7.01677438076
Group 2,8.01677438084
