Group,CURL
Group 2,61.01677356534
Group 2,21.01677356555
Group 2,21.01677356576
Group 2,61.01677356597
Group 2,21.01677356618
Group 2,20.01677356638
Group 2,61.01677356659
Group 2,21.01677356680
Group 2,61.01677356701
Group 2,21.01677356722
Group 2,21.01677356743
Group 2,61.01677356764
Group 2,20.01677356784
Group 2,21.01677356805
Group 2,61.01677356826
Group 2,21.01677356847
Group 2,21.01677356868
Group 2,60.01677356888
Group 2,21.01677356909
Group 2,21.01677356930
Group 2,61.01677356951
Group 2,21.01677356972
Group 2,21.01677356993
Group 2,60.01677357013
Group 2,21.01677357034
Group 2,21.01677357055
Group 2,61.01677357076
Group 2,21.01677357097
Group 2,21.01677357118
Group 2,60.01677357138
