Group,WGET
Group 1,1.01678196877
Group 1,.01678196877
Group 1,1.01678196878
Group 1,.01678196878
Group 1,1.01678196879
Group 1,.01678196879
Group 1,41.01678196880
Group 1,.01678196880
Group 1,1.01678196881
Group 1,.01678196881
Group 1,1.01678196882
Group 1,.01678196882
Group 1,1.01678196883
Group 1,.01678196883
Group 1,1.01678196884
Group 1,.01678196884
Group 1,1.01678196885
Group 1,.01678196885
Group 1,1.01678196886
Group 1,.01678196886
Group 1,1.01678196887
Group 1,.01678196887
Group 1,1.01678196888
Group 1,.01678196888
Group 1,1.01678196889
Group 1,.01678196889
Group 1,1.01678196890
Group 1,.01678196890
Group 1,1.01678196891
Group 1,.01678196891
Group 2,20.01678200171
Group 2,61.01678200192
Group 2,20.01678200212
Group 2,20.01678200232
Group 2,60.01678200252
Group 2,20.01678200272
Group 2,21.01678200293
Group 2,60.01678200313
Group 2,20.01678200333
Group 2,21.01678200354
Group 2,60.01678200374
Group 2,20.01678200394
Group 2,20.01678200414
Group 2,61.01678200435
Group 2,20.01678200455
Group 2,20.01678200475
Group 2,60.01678200495
Group 2,21.01678200516
Group 2,20.01678200536
Group 2,60.01678200556
Group 2,20.01678200576
Group 2,21.01678200597
Group 2,60.01678200617
Group 2,20.01678200637
Group 2,20.01678200657
Group 2,61.01678200678
Group 2,20.01678200698
Group 2,20.01678200718
Group 2,60.01678200738
Group 2,21.01678200759
