Group,APT
Group 2,82.01676628919
Group 2,81.01676628960
Group 2,42.01676629002
Group 2,81.01676629043
Group 2,81.01676629084
Group 2,42.01676629126
Group 2,81.01676629167
Group 2,82.01676629209
Group 2,41.01676629250
Group 2,82.01676629292
Group 2,81.01676629333
Group 2,42.01676629375
Group 2,81.01676629416
Group 2,81.01676629457
Group 2,42.01676629499
Group 2,81.01676629540
Group 2,82.01676629582
Group 2,81.01676629623
Group 2,42.01676629665
Group 2,81.01676629706
Group 2,81.01676629747
Group 2,42.01676629789
Group 2,81.01676629830
Group 2,82.01676629872
Group 2,41.01676629913
Group 2,82.01676629955
Group 2,81.01676629996
Group 2,42.01676630038
Group 2,81.01676630079
Group 2,82.01676630121
