Data; Group; Nome_POD; PING
ter 07 mar 2023 16:07:17 -03; Group 1; redis-67db9bd79b-msprv; 7.15
ter 07 mar 2023 16:07:24 -03; Group 1; redis-67db9bd79b-msprv; 7.16
ter 07 mar 2023 16:07:32 -03; Group 1; redis-67db9bd79b-msprv; 7.18
ter 07 mar 2023 16:07:40 -03; Group 1; redis-67db9bd79b-msprv; 7.16
ter 07 mar 2023 16:07:47 -03; Group 1; redis-67db9bd79b-msprv; 7.15
ter 07 mar 2023 16:07:55 -03; Group 1; redis-67db9bd79b-msprv; 7.10
ter 07 mar 2023 16:08:02 -03; Group 1; redis-67db9bd79b-msprv; 7.19
ter 07 mar 2023 16:08:10 -03; Group 1; redis-67db9bd79b-msprv; 7.18
ter 07 mar 2023 16:08:17 -03; Group 1; redis-67db9bd79b-msprv; 7.18
ter 07 mar 2023 16:08:25 -03; Group 1; redis-67db9bd79b-msprv; 7.18
ter 07 mar 2023 16:08:33 -03; Group 1; redis-67db9bd79b-msprv; 7.16
ter 07 mar 2023 16:08:40 -03; Group 1; redis-67db9bd79b-msprv; 7.21
ter 07 mar 2023 16:08:48 -03; Group 1; redis-67db9bd79b-msprv; 7.16
ter 07 mar 2023 16:08:55 -03; Group 1; redis-67db9bd79b-msprv; 7.20
ter 07 mar 2023 16:09:03 -03; Group 1; redis-67db9bd79b-msprv; 7.20
ter 07 mar 2023 16:09:11 -03; Group 1; redis-67db9bd79b-msprv; 7.11
ter 07 mar 2023 16:09:18 -03; Group 1; redis-67db9bd79b-msprv; 7.16
ter 07 mar 2023 16:09:26 -03; Group 1; redis-67db9bd79b-msprv; 7.13
ter 07 mar 2023 16:09:33 -03; Group 1; redis-67db9bd79b-msprv; 7.17
ter 07 mar 2023 16:09:41 -03; Group 1; redis-67db9bd79b-msprv; 7.16
ter 07 mar 2023 16:09:48 -03; Group 1; redis-67db9bd79b-msprv; 7.16
ter 07 mar 2023 16:09:56 -03; Group 1; redis-67db9bd79b-msprv; 7.16
ter 07 mar 2023 16:10:04 -03; Group 1; redis-67db9bd79b-msprv; 7.16
ter 07 mar 2023 16:10:11 -03; Group 1; redis-67db9bd79b-msprv; 7.10
ter 07 mar 2023 16:10:19 -03; Group 1; redis-67db9bd79b-msprv; 7.20
ter 07 mar 2023 16:10:26 -03; Group 1; redis-67db9bd79b-msprv; 7.11
ter 07 mar 2023 16:10:34 -03; Group 1; redis-67db9bd79b-msprv; 7.20
ter 07 mar 2023 16:10:41 -03; Group 1; redis-67db9bd79b-msprv; 7.11
ter 07 mar 2023 16:10:49 -03; Group 1; redis-67db9bd79b-msprv; 7.18
ter 07 mar 2023 16:10:56 -03; Group 1; redis-67db9bd79b-msprv; 7.15
