Group,APT
Group 1,2.01677430608
Group 1,2.01677430610
Group 1,2.01677430612
Group 1,2.01677430614
Group 1,2.01677430616
Group 1,1.01677430617
Group 1,2.01677430619
Group 1,42.01677430621
Group 1,2.01677430623
Group 1,2.01677430625
Group 1,2.01677430627
Group 1,2.01677430629
Group 1,2.01677430631
Group 1,2.01677430633
Group 1,2.01677430635
Group 1,2.01677430637
Group 1,2.01677430639
Group 1,2.01677430641
Group 1,1.01677430642
Group 1,2.01677430644
Group 1,2.01677430646
Group 1,2.01677430648
Group 1,2.01677430650
Group 1,2.01677430652
Group 1,2.01677430654
Group 1,2.01677430656
Group 1,2.01677430658
Group 1,2.01677430660
Group 1,2.01677430662
Group 1,2.01677430664
