Group,APT
Group 2,2.01677713066
Group 2,1.01677713067
Group 2,1.01677713069
Group 2,2.01677713071
Group 2,2.01677713073
Group 2,2.01677713075
Group 2,2.01677713077
Group 2,2.01677713079
Group 2,2.01677713081
Group 2,2.01677713083
Group 2,2.01677713085
Group 2,2.01677713087
Group 2,2.01677713089
Group 2,2.01677713091
Group 2,2.01677713093
Group 2,2.01677713095
Group 2,2.01677713097
Group 2,2.01677713099
Group 2,42.01677713101
Group 2,2.01677713103
Group 2,2.01677713105
Group 2,1.01677713106
Group 2,1.01677713108
Group 2,3.01677713111
Group 2,1.01677713112
Group 2,1.01677713114
Group 2,2.01677713116
Group 2,2.01677713118
Group 2,2.01677713120
Group 2,2.01677713122
