Data; Group; Nome_POD; IPERF
sáb 04 mar 2023 15:21:00 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.09
sáb 04 mar 2023 15:21:11 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.08
sáb 04 mar 2023 15:21:21 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.08
sáb 04 mar 2023 15:21:32 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.09
sáb 04 mar 2023 15:21:42 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.08
sáb 04 mar 2023 15:21:53 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.08
sáb 04 mar 2023 15:22:03 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.08
sáb 04 mar 2023 15:22:14 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.09
sáb 04 mar 2023 15:22:24 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.08
sáb 04 mar 2023 15:22:35 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.08
sáb 04 mar 2023 15:22:45 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.09
sáb 04 mar 2023 15:22:56 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.08
sáb 04 mar 2023 15:23:06 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.08
sáb 04 mar 2023 15:23:17 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.08
sáb 04 mar 2023 15:23:27 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.09
sáb 04 mar 2023 15:23:38 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.08
sáb 04 mar 2023 15:23:48 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.09
sáb 04 mar 2023 15:23:58 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.08
sáb 04 mar 2023 15:24:09 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.08
sáb 04 mar 2023 15:24:19 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.08
sáb 04 mar 2023 15:24:30 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.08
sáb 04 mar 2023 15:24:40 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.09
sáb 04 mar 2023 15:24:51 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.08
sáb 04 mar 2023 15:25:01 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.08
sáb 04 mar 2023 15:25:12 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.08
sáb 04 mar 2023 15:25:22 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.09
sáb 04 mar 2023 15:25:33 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.08
sáb 04 mar 2023 15:25:43 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.08
sáb 04 mar 2023 15:25:54 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.08
sáb 04 mar 2023 15:26:04 -03; Group 2; worker-78b9ff59fc-gmh7j; 010.09
