Group,CURL
Group 1,.01677514718
Group 1,1.01677514719
Group 1,.01677514719
Group 1,.01677514720
Group 1,1.01677514721
Group 1,.01677514721
Group 1,1.01677514722
Group 1,.01677514722
Group 1,1.01677514723
Group 1,.01677514723
Group 1,1.01677514724
Group 1,.01677514724
Group 1,1.01677514725
Group 1,.01677514725
Group 1,1.01677514726
Group 1,.01677514726
Group 1,1.01677514727
Group 1,.01677514727
Group 1,1.01677514728
Group 1,1.01677514729
Group 1,.01677514729
Group 1,1.01677514730
Group 1,.01677514730
Group 1,1.01677514731
Group 1,.01677514731
Group 1,1.01677514732
Group 1,.01677514732
Group 1,1.01677514733
Group 1,.01677514733
Group 1,1.01677514734
