Group,media
Group 1,12.5501
Group 1,11.2501
Group 1,11.1834
Group 1,12.5834
Group 1,11.2168
Group 1,11.1834
Group 1,11.2168
Group 1,11.2501
Group 1,145.917
Group 1,12.5834
Group 2,163.583
Group 2,30.2168
Group 2,30.2168
Group 2,30.2168
Group 2,163.55
Group 2,31.5501
Group 2,164.917
Group 2,30.2501
Group 2,30.2168
Group 2,30.2168
