Group,APT
Group 1,01.855
Group 1,01.775
Group 1,01.350
Group 1,01.412
Group 1,01.487
Group 1,01.524
Group 1,01.418
Group 1,01.573
Group 1,01.568
Group 1,01.616
Group 1,01.415
Group 1,01.609
Group 1,01.531
Group 1,01.445
Group 1,01.425
Group 1,01.586
Group 1,01.399
Group 1,01.575
Group 1,01.519
Group 1,01.601
Group 1,01.435
Group 1,01.593
Group 1,01.590
Group 1,01.633
Group 1,01.562
Group 1,01.455
Group 1,01.474
Group 1,01.733
Group 1,01.507
Group 1,01.610
Group 2,21.255
Group 2,21.109
Group 2,21.163
Group 2,21.318
Group 2,21.150
Group 2,21.104
Group 2,21.127
Group 2,21.094
Group 2,21.178
Group 2,21.379
Group 2,21.143
Group 2,21.168
Group 2,21.160
Group 2,21.153
Group 2,21.150
Group 2,21.356
Group 2,21.136
Group 2,21.134
Group 2,21.102
Group 2,21.130
Group 2,21.125
Group 2,21.110
Group 2,21.281
Group 2,21.164
Group 2,21.106
Group 2,21.162
Group 2,21.122
Group 2,21.199
Group 2,21.343
Group 2,21.137
