Group,APT
Group 1,01.606
Group 1,01.510
Group 1,01.674
Group 1,01.526
Group 1,01.571
Group 1,01.477
Group 1,01.565
Group 1,01.707
Group 1,01.493
Group 1,01.495
Group 1,01.549
Group 1,01.555
Group 1,01.719
Group 1,01.505
Group 1,01.502
Group 1,01.485
Group 1,01.645
Group 1,01.720
Group 1,01.520
Group 1,01.537
Group 1,01.539
Group 1,01.610
Group 1,01.710
Group 1,01.530
Group 1,01.586
Group 1,01.527
Group 1,01.546
Group 1,01.852
Group 1,01.513
Group 1,01.540
Group 2,02.548
Group 2,01.494
Group 2,01.453
Group 2,01.522
Group 2,01.736
Group 2,01.478
Group 2,01.478
Group 2,01.456
Group 2,01.504
Group 2,01.766
Group 2,01.539
Group 2,01.494
Group 2,01.502
Group 2,01.466
Group 2,01.497
Group 2,01.484
Group 2,01.476
Group 2,01.459
Group 2,01.480
Group 2,01.464
Group 2,01.646
Group 2,01.508
Group 2,01.472
Group 2,01.432
Group 2,01.557
Group 2,01.675
Group 2,01.585
Group 2,01.492
Group 2,01.519
Group 2,01.591
