Group,APT
Group 2,21.338
Group 2,21.126
Group 2,21.236
Group 2,21.112
Group 2,21.139
Group 2,21.175
Group 2,21.472
Group 2,21.171
Group 2,21.083
Group 2,21.176
Group 2,21.100
Group 2,21.120
Group 2,21.244
Group 2,21.139
Group 2,21.088
Group 2,21.156
Group 2,21.167
Group 2,21.166
Group 2,21.112
Group 2,21.305
Group 2,21.122
Group 2,21.183
Group 2,21.237
Group 2,21.083
Group 2,21.183
Group 2,21.545
Group 2,21.156
Group 2,21.170
Group 2,21.206
Group 2,21.110
