Group,CURL
Group 1,00.292
Group 1,00.326
Group 1,00.334
Group 1,00.297
Group 1,00.344
Group 1,00.319
Group 1,00.286
Group 1,00.292
Group 1,00.287
Group 1,00.291
Group 1,00.318
Group 1,00.297
Group 1,00.291
Group 1,00.293
Group 1,00.279
Group 1,00.301
Group 1,00.282
Group 1,00.337
Group 1,00.294
Group 1,00.312
Group 1,00.320
Group 1,00.319
Group 1,00.293
Group 1,00.301
Group 1,00.328
Group 1,00.334
Group 1,00.294
Group 1,00.297
Group 1,00.290
Group 1,00.312
Group 2,020.583
Group 2,020.606
Group 2,020.613
Group 2,020.596
Group 2,020.651
Group 2,020.610
Group 2,020.578
Group 2,020.636
Group 2,020.588
Group 2,020.633
Group 2,020.597
Group 2,020.576
Group 2,020.601
Group 2,020.596
Group 2,020.611
Group 2,020.615
Group 2,020.597
Group 2,020.614
Group 2,020.625
Group 2,020.604
Group 2,020.634
Group 2,020.630
Group 2,020.619
Group 2,020.589
Group 2,020.586
Group 2,020.618
Group 2,020.587
Group 2,020.568
Group 2,020.610
Group 2,020.616
