Group,CURL
Group 1,00.282
Group 1,00.311
Group 1,00.331
Group 1,00.313
Group 1,00.269
Group 1,00.327
Group 1,00.308
Group 1,00.314
Group 1,00.325
Group 1,00.327
Group 1,00.301
Group 1,00.292
Group 1,00.265
Group 1,00.303
Group 1,00.304
Group 1,00.292
Group 1,00.286
Group 1,00.293
Group 1,00.330
Group 1,00.310
Group 1,00.287
Group 1,00.302
Group 1,00.313
Group 1,00.315
Group 1,00.322
Group 1,00.292
Group 1,00.316
Group 1,00.315
Group 1,00.287
Group 1,00.283
Group 2,00.337
Group 2,00.289
Group 2,00.327
Group 2,00.274
Group 2,00.292
Group 2,00.300
Group 2,00.292
Group 2,00.319
Group 2,00.317
Group 2,00.313
Group 2,00.284
Group 2,00.319
Group 2,00.307
Group 2,00.296
Group 2,00.315
Group 2,00.324
Group 2,00.334
Group 2,00.309
Group 2,00.311
Group 2,00.321
Group 2,00.292
Group 2,00.325
Group 2,00.329
Group 2,00.295
Group 2,00.281
Group 2,00.307
Group 2,00.307
Group 2,00.331
Group 2,00.319
Group 2,00.320
