Data; Group; Nome_POD; IPERF
seg 06 mar 2023 17:47:55 -03; Group 2; db-684b9b49fd-d6xt4; 031.54
seg 06 mar 2023 17:48:27 -03; Group 2; db-684b9b49fd-d6xt4; 031.84
seg 06 mar 2023 17:48:59 -03; Group 2; db-684b9b49fd-d6xt4; 031.84
seg 06 mar 2023 17:49:31 -03; Group 2; db-684b9b49fd-d6xt4; 031.88
seg 06 mar 2023 17:50:04 -03; Group 2; db-684b9b49fd-d6xt4; 031.90
seg 06 mar 2023 17:50:36 -03; Group 2; db-684b9b49fd-d6xt4; 031.83
seg 06 mar 2023 17:51:08 -03; Group 2; db-684b9b49fd-d6xt4; 031.71
seg 06 mar 2023 17:51:40 -03; Group 2; db-684b9b49fd-d6xt4; 031.83
seg 06 mar 2023 17:52:13 -03; Group 2; db-684b9b49fd-d6xt4; 031.80
seg 06 mar 2023 17:52:45 -03; Group 2; db-684b9b49fd-d6xt4; 031.87
seg 06 mar 2023 17:53:17 -03; Group 2; db-684b9b49fd-d6xt4; 031.87
seg 06 mar 2023 17:53:49 -03; Group 2; db-684b9b49fd-d6xt4; 031.86
seg 06 mar 2023 17:54:22 -03; Group 2; db-684b9b49fd-d6xt4; 031.86
seg 06 mar 2023 17:54:54 -03; Group 2; db-684b9b49fd-d6xt4; 031.87
seg 06 mar 2023 17:55:26 -03; Group 2; db-684b9b49fd-d6xt4; 031.86
seg 06 mar 2023 17:55:58 -03; Group 2; db-684b9b49fd-d6xt4; 031.86
seg 06 mar 2023 17:56:31 -03; Group 2; db-684b9b49fd-d6xt4; 031.80
seg 06 mar 2023 17:57:03 -03; Group 2; db-684b9b49fd-d6xt4; 031.88
seg 06 mar 2023 17:57:35 -03; Group 2; db-684b9b49fd-d6xt4; 031.88
seg 06 mar 2023 17:58:07 -03; Group 2; db-684b9b49fd-d6xt4; 031.85
seg 06 mar 2023 17:58:40 -03; Group 2; db-684b9b49fd-d6xt4; 031.86
seg 06 mar 2023 17:59:12 -03; Group 2; db-684b9b49fd-d6xt4; 031.86
seg 06 mar 2023 17:59:44 -03; Group 2; db-684b9b49fd-d6xt4; 031.85
seg 06 mar 2023 18:00:16 -03; Group 2; db-684b9b49fd-d6xt4; 031.85
seg 06 mar 2023 18:00:49 -03; Group 2; db-684b9b49fd-d6xt4; 031.84
seg 06 mar 2023 18:01:21 -03; Group 2; db-684b9b49fd-d6xt4; 031.67
seg 06 mar 2023 18:01:53 -03; Group 2; db-684b9b49fd-d6xt4; 031.86
seg 06 mar 2023 18:02:26 -03; Group 2; db-684b9b49fd-d6xt4; 031.85
seg 06 mar 2023 18:02:58 -03; Group 2; db-684b9b49fd-d6xt4; 031.88
seg 06 mar 2023 18:03:30 -03; Group 2; db-684b9b49fd-d6xt4; 031.84
