Data; Group; Nome_POD; IPERF
seg 06 mar 2023 18:52:04 -03; Group 2; worker-78b9ff59fc-22j4t; 010.09
seg 06 mar 2023 18:52:14 -03; Group 2; worker-78b9ff59fc-22j4t; 010.08
seg 06 mar 2023 18:52:25 -03; Group 2; worker-78b9ff59fc-22j4t; 010.08
seg 06 mar 2023 18:52:35 -03; Group 2; worker-78b9ff59fc-22j4t; 010.09
seg 06 mar 2023 18:52:46 -03; Group 2; worker-78b9ff59fc-22j4t; 010.09
seg 06 mar 2023 18:52:56 -03; Group 2; worker-78b9ff59fc-22j4t; 010.08
seg 06 mar 2023 18:53:07 -03; Group 2; worker-78b9ff59fc-22j4t; 010.08
seg 06 mar 2023 18:53:17 -03; Group 2; worker-78b9ff59fc-22j4t; 010.08
seg 06 mar 2023 18:53:28 -03; Group 2; worker-78b9ff59fc-22j4t; 010.09
seg 06 mar 2023 18:53:38 -03; Group 2; worker-78b9ff59fc-22j4t; 010.08
seg 06 mar 2023 18:53:48 -03; Group 2; worker-78b9ff59fc-22j4t; 010.09
seg 06 mar 2023 18:53:59 -03; Group 2; worker-78b9ff59fc-22j4t; 010.09
seg 06 mar 2023 18:54:10 -03; Group 2; worker-78b9ff59fc-22j4t; 010.08
seg 06 mar 2023 18:54:20 -03; Group 2; worker-78b9ff59fc-22j4t; 010.09
seg 06 mar 2023 18:54:30 -03; Group 2; worker-78b9ff59fc-22j4t; 010.08
seg 06 mar 2023 18:54:41 -03; Group 2; worker-78b9ff59fc-22j4t; 010.08
seg 06 mar 2023 18:54:51 -03; Group 2; worker-78b9ff59fc-22j4t; 010.08
seg 06 mar 2023 18:55:02 -03; Group 2; worker-78b9ff59fc-22j4t; 010.08
seg 06 mar 2023 18:55:12 -03; Group 2; worker-78b9ff59fc-22j4t; 010.08
seg 06 mar 2023 18:55:23 -03; Group 2; worker-78b9ff59fc-22j4t; 010.09
seg 06 mar 2023 18:55:33 -03; Group 2; worker-78b9ff59fc-22j4t; 010.08
seg 06 mar 2023 18:55:44 -03; Group 2; worker-78b9ff59fc-22j4t; 010.08
seg 06 mar 2023 18:55:54 -03; Group 2; worker-78b9ff59fc-22j4t; 010.08
seg 06 mar 2023 18:56:05 -03; Group 2; worker-78b9ff59fc-22j4t; 010.08
seg 06 mar 2023 18:56:15 -03; Group 2; worker-78b9ff59fc-22j4t; 010.08
seg 06 mar 2023 18:56:26 -03; Group 2; worker-78b9ff59fc-22j4t; 010.08
seg 06 mar 2023 18:56:36 -03; Group 2; worker-78b9ff59fc-22j4t; 010.08
seg 06 mar 2023 18:56:47 -03; Group 2; worker-78b9ff59fc-22j4t; 010.09
seg 06 mar 2023 18:56:57 -03; Group 2; worker-78b9ff59fc-22j4t; 010.08
seg 06 mar 2023 18:57:08 -03; Group 2; worker-78b9ff59fc-22j4t; 010.08
