Data; Group; Nome_POD; WGET
dom 05 mar 2023 18:29:32 -03; Group 1; result-77f68799c4-wlwx2; 00.281
dom 05 mar 2023 18:29:33 -03; Group 1; result-77f68799c4-wlwx2; 00.279
dom 05 mar 2023 18:29:34 -03; Group 1; result-77f68799c4-wlwx2; 00.339
dom 05 mar 2023 18:29:34 -03; Group 1; result-77f68799c4-wlwx2; 00.309
dom 05 mar 2023 18:29:35 -03; Group 1; result-77f68799c4-wlwx2; 00.319
dom 05 mar 2023 18:29:36 -03; Group 1; result-77f68799c4-wlwx2; 00.291
dom 05 mar 2023 18:29:37 -03; Group 1; result-77f68799c4-wlwx2; 00.308
dom 05 mar 2023 18:29:37 -03; Group 1; result-77f68799c4-wlwx2; 00.284
dom 05 mar 2023 18:29:38 -03; Group 1; result-77f68799c4-wlwx2; 00.297
dom 05 mar 2023 18:29:39 -03; Group 1; result-77f68799c4-wlwx2; 00.334
dom 05 mar 2023 18:29:39 -03; Group 1; result-77f68799c4-wlwx2; 00.359
dom 05 mar 2023 18:29:40 -03; Group 1; result-77f68799c4-wlwx2; 00.292
dom 05 mar 2023 18:29:41 -03; Group 1; result-77f68799c4-wlwx2; 00.307
dom 05 mar 2023 18:29:41 -03; Group 1; result-77f68799c4-wlwx2; 00.284
dom 05 mar 2023 18:29:42 -03; Group 1; result-77f68799c4-wlwx2; 00.294
dom 05 mar 2023 18:29:43 -03; Group 1; result-77f68799c4-wlwx2; 00.284
dom 05 mar 2023 18:29:43 -03; Group 1; result-77f68799c4-wlwx2; 00.296
dom 05 mar 2023 18:29:44 -03; Group 1; result-77f68799c4-wlwx2; 00.292
dom 05 mar 2023 18:29:45 -03; Group 1; result-77f68799c4-wlwx2; 00.294
dom 05 mar 2023 18:29:46 -03; Group 1; result-77f68799c4-wlwx2; 00.303
dom 05 mar 2023 18:29:46 -03; Group 1; result-77f68799c4-wlwx2; 00.290
dom 05 mar 2023 18:29:47 -03; Group 1; result-77f68799c4-wlwx2; 00.289
dom 05 mar 2023 18:29:48 -03; Group 1; result-77f68799c4-wlwx2; 00.296
dom 05 mar 2023 18:29:48 -03; Group 1; result-77f68799c4-wlwx2; 00.303
dom 05 mar 2023 18:29:49 -03; Group 1; result-77f68799c4-wlwx2; 00.365
dom 05 mar 2023 18:29:50 -03; Group 1; result-77f68799c4-wlwx2; 00.278
dom 05 mar 2023 18:29:50 -03; Group 1; result-77f68799c4-wlwx2; 00.282
dom 05 mar 2023 18:29:51 -03; Group 1; result-77f68799c4-wlwx2; 00.293
dom 05 mar 2023 18:29:52 -03; Group 1; result-77f68799c4-wlwx2; 00.298
dom 05 mar 2023 18:29:52 -03; Group 1; result-77f68799c4-wlwx2; 00.296
