Group,CURL
Group 1,00.322
Group 1,00.372
Group 1,00.277
Group 1,00.314
Group 1,00.300
Group 1,00.311
Group 1,00.287
Group 1,00.290
Group 1,00.281
Group 1,00.316
Group 1,00.290
Group 1,00.305
Group 1,00.295
Group 1,00.286
Group 1,00.290
Group 1,00.295
Group 1,00.297
Group 1,00.306
Group 1,00.286
Group 1,00.286
Group 1,00.312
Group 1,00.308
Group 1,00.291
Group 1,00.297
Group 1,00.293
Group 1,00.286
Group 1,00.285
Group 1,00.280
Group 1,00.286
Group 1,00.312
Group 2,00.652
Group 2,00.681
Group 2,00.615
Group 2,00.695
Group 2,00.669
Group 2,00.670
Group 2,00.679
Group 2,00.703
Group 2,00.648
Group 2,00.630
Group 2,00.652
Group 2,00.675
Group 2,00.654
Group 2,00.679
Group 2,00.683
Group 2,00.687
Group 2,00.693
Group 2,00.752
Group 2,00.662
Group 2,00.654
Group 2,00.677
Group 2,00.687
Group 2,00.619
Group 2,00.652
Group 2,00.694
Group 2,00.658
Group 2,00.685
Group 2,00.687
Group 2,00.611
Group 2,00.637
