Group,CURL
Group 1,00.294
Group 1,00.293
Group 1,00.323
Group 1,00.288
Group 1,00.315
Group 1,00.315
Group 1,00.287
Group 1,00.305
Group 1,00.310
Group 1,00.297
Group 1,00.276
Group 1,00.296
Group 1,00.302
Group 1,00.288
Group 1,00.285
Group 1,00.293
Group 1,00.291
Group 1,00.323
Group 1,00.309
Group 1,00.273
Group 1,00.300
Group 1,00.285
Group 1,00.280
Group 1,00.302
Group 1,00.298
Group 1,00.284
Group 1,00.287
Group 1,00.288
Group 1,00.288
Group 1,00.313
Group 2,020.703
Group 2,020.608
Group 2,020.644
Group 2,020.680
Group 2,020.643
Group 2,020.618
Group 2,020.675
Group 2,020.611
Group 2,020.651
Group 2,020.600
Group 2,020.653
Group 2,020.642
Group 2,020.645
Group 2,020.605
Group 2,020.654
Group 2,020.620
Group 2,020.612
Group 2,020.607
Group 2,020.595
Group 2,020.608
Group 2,020.610
Group 2,020.572
Group 2,020.613
Group 2,020.611
Group 2,020.611
Group 2,020.609
Group 2,020.606
Group 2,020.610
Group 2,020.609
Group 2,020.633
