Group,WGET
Group 2,1.01677359823
Group 2,.01677359823
Group 2,1.01677359824
Group 2,.01677359824
Group 2,1.01677359825
Group 2,.01677359825
Group 2,.01677359826
Group 2,.01677359826
Group 2,1.01677359827
Group 2,1.01677359828
Group 2,.01677359828
Group 2,.01677359828
Group 2,.01677359829
Group 2,1.01677359830
Group 2,.01677359830
Group 2,1.01677359831
Group 2,.01677359831
Group 2,1.01677359832
Group 2,.01677359832
Group 2,1.01677359833
Group 2,.01677359833
Group 2,1.01677359834
Group 2,.01677359834
Group 2,1.01677359835
Group 2,.01677359835
Group 2,1.01677359836
Group 2,.01677359836
Group 2,1.01677359837
Group 2,.01677359837
Group 2,1.01677359838
