Group,WGET
Group 2,1.01677535213
Group 2,.01677535213
Group 2,1.01677535214
Group 2,.01677535214
Group 2,1.01677535215
Group 2,.01677535215
Group 2,1.01677535216
Group 2,.01677535216
Group 2,1.01677535217
Group 2,.01677535217
Group 2,1.01677535218
Group 2,.01677535218
Group 2,1.01677535219
Group 2,.01677535219
Group 2,1.01677535220
Group 2,.01677535220
Group 2,1.01677535221
Group 2,.01677535221
Group 2,1.01677535222
Group 2,.01677535222
Group 2,1.01677535223
Group 2,.01677535223
Group 2,1.01677535224
Group 2,.01677535224
Group 2,1.01677535225
Group 2,.01677535225
Group 2,1.01677535226
Group 2,.01677535226
Group 2,1.01677535227
Group 2,.01677535227
