Group,CURL
Group 1,00.319
Group 1,00.314
Group 1,00.297
Group 1,00.266
Group 1,00.301
Group 1,00.292
Group 1,00.314
Group 1,00.434
Group 1,00.292
Group 1,00.287
Group 1,00.440
Group 1,00.280
Group 1,00.297
Group 1,00.280
Group 1,00.290
Group 1,00.301
Group 1,00.288
Group 1,00.265
Group 1,00.298
Group 1,00.292
Group 1,00.285
Group 1,00.291
Group 1,00.307
Group 1,00.296
Group 1,00.303
Group 1,00.307
Group 1,00.275
Group 1,00.277
Group 1,00.314
Group 1,00.310
Group 2,020.682
Group 2,020.662
Group 2,020.646
Group 2,020.623
Group 2,020.627
Group 2,020.648
Group 2,020.675
Group 2,020.606
Group 2,020.609
Group 2,020.609
Group 2,020.625
Group 2,020.646
Group 2,020.607
Group 2,020.629
Group 2,020.584
Group 2,020.599
Group 2,020.625
Group 2,020.663
Group 2,020.653
Group 2,020.593
Group 2,020.673
Group 2,020.629
Group 2,020.595
Group 2,020.677
Group 2,020.599
Group 2,020.650
Group 2,020.660
Group 2,020.615
Group 2,020.661
Group 2,020.658
