Group,CURL
Group 1,00.317
Group 1,00.287
Group 1,00.317
Group 1,00.300
Group 1,00.305
Group 1,00.324
Group 1,00.266
Group 1,00.294
Group 1,00.322
Group 1,00.299
Group 1,00.263
Group 1,00.292
Group 1,00.305
Group 1,00.332
Group 1,00.293
Group 1,00.324
Group 1,00.308
Group 1,00.314
Group 1,00.339
Group 1,00.283
Group 1,00.288
Group 1,00.297
Group 1,00.294
Group 1,00.295
Group 1,00.269
Group 1,00.292
Group 1,00.276
Group 1,00.303
Group 1,00.302
Group 1,00.284
Group 2,020.644
Group 2,020.614
Group 2,020.663
Group 2,020.588
Group 2,020.608
Group 2,020.650
Group 2,020.628
Group 2,020.641
Group 2,020.661
Group 2,020.622
Group 2,020.613
Group 2,020.587
Group 2,020.641
Group 2,020.611
Group 2,020.594
Group 2,020.619
Group 2,020.615
Group 2,020.684
Group 2,020.636
Group 2,020.609
Group 2,020.683
Group 2,020.632
Group 2,020.642
Group 2,020.599
Group 2,020.620
Group 2,020.615
Group 2,020.599
Group 2,020.586
Group 2,020.588
Group 2,020.627
