Group,APT
Group 2,01.706
Group 2,01.661
Group 2,01.482
Group 2,01.543
Group 2,01.612
Group 2,01.516
Group 2,01.773
Group 2,01.537
Group 2,01.570
Group 2,01.609
Group 2,01.586
Group 2,01.657
Group 2,01.589
Group 2,01.569
Group 2,01.598
Group 2,01.603
Group 2,01.812
Group 2,01.543
Group 2,01.614
Group 2,01.598
Group 2,01.611
Group 2,01.703
Group 2,01.536
Group 2,01.582
Group 2,01.620
Group 2,01.542
Group 2,01.711
Group 2,01.596
Group 2,01.791
Group 2,01.539
