Group,WGET
Group 1,00.300
Group 1,00.274
Group 1,00.292
Group 1,00.277
Group 1,00.270
Group 1,00.280
Group 1,00.278
Group 1,00.291
Group 1,00.292
Group 1,00.293
Group 1,00.288
Group 1,00.303
Group 1,00.300
Group 1,00.299
Group 1,00.293
Group 1,00.276
Group 1,00.274
Group 1,00.513
Group 1,00.311
Group 1,00.283
Group 1,00.306
Group 1,00.296
Group 1,00.255
Group 1,00.278
Group 1,00.281
Group 1,00.297
Group 1,00.300
Group 1,00.290
Group 1,00.305
Group 1,00.298
Group 2,020.034
Group 2,020.037
Group 2,020.034
Group 2,020.035
Group 2,020.036
Group 2,020.029
Group 2,020.034
Group 2,020.032
Group 2,020.033
Group 2,020.034
Group 2,020.041
Group 2,020.035
Group 2,020.030
Group 2,020.034
Group 2,020.037
Group 2,020.036
Group 2,020.035
Group 2,020.030
Group 2,020.026
Group 2,020.037
Group 2,020.036
Group 2,020.032
Group 2,020.037
Group 2,020.041
Group 2,020.039
Group 2,020.035
Group 2,020.033
Group 2,020.036
Group 2,020.026
Group 2,020.030
