Group,WGET
Group 1,00.281
Group 1,00.310
Group 1,00.294
Group 1,00.302
Group 1,00.311
Group 1,00.261
Group 1,00.300
Group 1,00.307
Group 1,00.282
Group 1,00.299
Group 1,00.271
Group 1,00.305
Group 1,00.288
Group 1,00.310
Group 1,00.290
Group 1,00.292
Group 1,00.290
Group 1,00.277
Group 1,00.289
Group 1,00.291
Group 1,00.280
Group 1,00.300
Group 1,00.288
Group 1,00.265
Group 1,00.311
Group 1,00.290
Group 1,00.288
Group 1,00.305
Group 1,00.271
Group 1,00.273
Group 2,00.312
Group 2,00.293
Group 2,00.276
Group 2,00.288
Group 2,00.295
Group 2,00.312
Group 2,00.303
Group 2,00.294
Group 2,00.274
Group 2,00.274
Group 2,00.297
Group 2,00.331
Group 2,00.287
Group 2,00.290
Group 2,00.296
Group 2,00.291
Group 2,00.280
Group 2,00.288
Group 2,00.305
Group 2,00.279
Group 2,00.298
Group 2,00.289
Group 2,00.308
Group 2,00.306
Group 2,00.274
Group 2,00.292
Group 2,00.274
Group 2,00.315
Group 2,00.295
Group 2,00.263
