Group,WGET
Group 1,00.287
Group 1,00.286
Group 1,00.306
Group 1,00.287
Group 1,00.254
Group 1,00.297
Group 1,00.286
Group 1,00.286
Group 1,00.293
Group 1,00.275
Group 1,00.286
Group 1,00.298
Group 1,00.287
Group 1,00.292
Group 1,00.291
Group 1,00.281
Group 1,00.262
Group 1,00.285
Group 1,00.273
Group 1,00.279
Group 1,00.291
Group 1,00.287
Group 1,00.286
Group 1,00.298
Group 1,00.298
Group 1,00.264
Group 1,00.266
Group 1,00.280
Group 1,00.304
Group 1,00.279
Group 2,020.041
Group 2,020.028
Group 2,020.033
Group 2,020.036
Group 2,020.032
Group 2,020.032
Group 2,020.033
Group 2,020.025
Group 2,020.036
Group 2,020.036
Group 2,020.035
Group 2,020.038
Group 2,020.033
Group 2,020.032
Group 2,020.031
Group 2,020.037
Group 2,020.030
Group 2,020.038
Group 2,020.033
Group 2,020.037
Group 2,020.031
Group 2,020.036
Group 2,020.038
Group 2,020.031
Group 2,020.040
Group 2,020.036
Group 2,020.031
Group 2,020.033
Group 2,020.031
Group 2,020.031
