Data; Group; Nome_POD; IPERF
qua 01 mar 2023 14:39:22 -03; Group 2; result-77f68799c4-bk5gj; 031.84
qua 01 mar 2023 14:39:54 -03; Group 2; result-77f68799c4-bk5gj; 031.86
qua 01 mar 2023 14:40:26 -03; Group 2; result-77f68799c4-bk5gj; 031.88
qua 01 mar 2023 14:40:59 -03; Group 2; result-77f68799c4-bk5gj; 031.88
qua 01 mar 2023 14:41:31 -03; Group 2; result-77f68799c4-bk5gj; 031.87
qua 01 mar 2023 14:42:03 -03; Group 2; result-77f68799c4-bk5gj; 031.86
qua 01 mar 2023 14:42:35 -03; Group 2; result-77f68799c4-bk5gj; 031.86
qua 01 mar 2023 14:43:08 -03; Group 2; result-77f68799c4-bk5gj; 031.87
qua 01 mar 2023 14:43:40 -03; Group 2; result-77f68799c4-bk5gj; 031.88
qua 01 mar 2023 14:44:12 -03; Group 2; result-77f68799c4-bk5gj; 031.71
qua 01 mar 2023 14:44:44 -03; Group 2; result-77f68799c4-bk5gj; 031.88
qua 01 mar 2023 14:45:17 -03; Group 2; result-77f68799c4-bk5gj; 031.86
qua 01 mar 2023 14:45:49 -03; Group 2; result-77f68799c4-bk5gj; 031.88
qua 01 mar 2023 14:46:21 -03; Group 2; result-77f68799c4-bk5gj; 031.87
qua 01 mar 2023 14:46:53 -03; Group 2; result-77f68799c4-bk5gj; 031.89
qua 01 mar 2023 14:47:26 -03; Group 2; result-77f68799c4-bk5gj; 031.71
qua 01 mar 2023 14:47:58 -03; Group 2; result-77f68799c4-bk5gj; 031.86
qua 01 mar 2023 14:48:30 -03; Group 2; result-77f68799c4-bk5gj; 031.85
qua 01 mar 2023 14:49:02 -03; Group 2; result-77f68799c4-bk5gj; 031.83
qua 01 mar 2023 14:49:35 -03; Group 2; result-77f68799c4-bk5gj; 031.86
qua 01 mar 2023 14:50:07 -03; Group 2; result-77f68799c4-bk5gj; 031.85
qua 01 mar 2023 14:50:39 -03; Group 2; result-77f68799c4-bk5gj; 031.84
qua 01 mar 2023 14:51:11 -03; Group 2; result-77f68799c4-bk5gj; 031.88
qua 01 mar 2023 14:51:44 -03; Group 2; result-77f68799c4-bk5gj; 031.85
qua 01 mar 2023 14:52:16 -03; Group 2; result-77f68799c4-bk5gj; 031.89
qua 01 mar 2023 14:52:48 -03; Group 2; result-77f68799c4-bk5gj; 031.88
qua 01 mar 2023 14:53:20 -03; Group 2; result-77f68799c4-bk5gj; 031.85
qua 01 mar 2023 14:53:53 -03; Group 2; result-77f68799c4-bk5gj; 031.84
qua 01 mar 2023 14:54:25 -03; Group 2; result-77f68799c4-bk5gj; 031.89
qua 01 mar 2023 14:54:57 -03; Group 2; result-77f68799c4-bk5gj; 031.84
