Group,WGET
Group 1,00.320
Group 1,00.294
Group 1,00.308
Group 1,00.266
Group 1,00.310
Group 1,00.309
Group 1,00.281
Group 1,00.300
Group 1,00.271
Group 1,00.299
Group 1,00.272
Group 1,00.309
Group 1,00.296
Group 1,00.301
Group 1,00.296
Group 1,00.296
Group 1,00.299
Group 1,00.281
Group 1,00.353
Group 1,00.292
Group 1,00.282
Group 1,00.265
Group 1,00.267
Group 1,00.279
Group 1,00.291
Group 1,00.317
Group 1,00.303
Group 1,00.293
Group 1,00.305
Group 1,00.293
Group 2,020.040
Group 2,020.033
Group 2,020.039
Group 2,020.035
Group 2,020.039
Group 2,020.039
Group 2,020.039
Group 2,020.036
Group 2,020.035
Group 2,020.038
Group 2,020.041
Group 2,020.029
Group 2,020.034
Group 2,020.041
Group 2,020.035
Group 2,020.030
Group 2,020.028
Group 2,020.034
Group 2,020.038
Group 2,020.034
Group 2,020.044
Group 2,020.032
Group 2,020.033
Group 2,020.036
Group 2,020.030
Group 2,020.037
Group 2,020.039
Group 2,020.030
Group 2,020.073
Group 2,020.042
