Group,WGET
Group 1,00.313
Group 1,00.292
Group 1,00.319
Group 1,00.296
Group 1,00.291
Group 1,00.286
Group 1,00.306
Group 1,00.269
Group 1,00.294
Group 1,00.294
Group 1,00.303
Group 1,00.503
Group 1,00.281
Group 1,00.315
Group 1,00.277
Group 1,00.267
Group 1,00.292
Group 1,00.306
Group 1,00.292
Group 1,00.264
Group 1,00.309
Group 1,00.284
Group 1,00.282
Group 1,00.303
Group 1,00.305
Group 1,00.297
Group 1,00.291
Group 1,00.274
Group 1,00.274
Group 1,00.279
Group 2,00.313
Group 2,00.287
Group 2,00.307
Group 2,00.290
Group 2,00.298
Group 2,00.281
Group 2,00.350
Group 2,00.260
Group 2,00.286
Group 2,00.313
Group 2,00.283
Group 2,00.302
Group 2,00.325
Group 2,00.299
Group 2,00.289
Group 2,00.299
Group 2,00.279
Group 2,00.284
Group 2,00.317
Group 2,00.311
Group 2,00.287
Group 2,00.327
Group 2,00.277
Group 2,00.274
Group 2,00.299
Group 2,00.283
Group 2,00.257
Group 2,00.299
Group 2,00.307
Group 2,00.306
