Group,APT
Group 2,201.01677964344
Group 2,202.01677964466
Group 2,201.01677964587
Group 2,202.01677964709
Group 2,201.01677964830
Group 2,201.01677964952
Group 2,202.01677965074
Group 2,201.01677965195
Group 2,202.01677965317
Group 2,201.01677965438
Group 2,202.01677965560
Group 2,201.01677965681
Group 2,202.01677965803
Group 2,201.01677965924
Group 2,202.01677966046
Group 2,202.01677966168
Group 2,201.01677966289
Group 2,202.01677966411
Group 2,201.01677966532
Group 2,202.01677966654
Group 2,202.01677966776
Group 2,201.01677966897
Group 2,202.01677967019
Group 2,241.01677967140
Group 2,4202.01677967262
Group 2,201.01677967383
Group 2,202.01677967505
Group 2,201.01677967626
Group 2,202.01677967748
Group 2,201.01677967869
