Group,APT
Group 2,1.01677968189
Group 2,2.01677968191
Group 2,1.01677968192
Group 2,2.01677968194
Group 2,1.01677968195
Group 2,1.01677968196
Group 2,2.01677968198
Group 2,1.01677968199
Group 2,2.01677968201
Group 2,1.01677968202
Group 2,2.01677968204
Group 2,1.01677968205
Group 2,1.01677968206
Group 2,2.01677968208
Group 2,1.01677968209
Group 2,2.01677968211
Group 2,1.01677968212
Group 2,2.01677968214
Group 2,1.01677968215
Group 2,2.01677968217
Group 2,1.01677968218
Group 2,1.01677968219
Group 2,42.01677968221
Group 2,2.01677968223
Group 2,1.01677968224
Group 2,1.01677968225
Group 2,2.01677968227
Group 2,1.01677968228
Group 2,2.01677968230
Group 2,1.01677968231
